"PROBEID","GENENAME","SYMBOL"
"1369105_a_at","cAMP-dependent protein kinase inhibitor beta","Pkib"
"1369106_at","transcription elongation factor A2","Tcea2"
"1369111_at","fatty acid binding protein 1","Fabp1"
"1369112_at","cholinergic receptor, muscarinic 3","Chrm3"
"1369115_at","adrenoceptor beta 2","Adrb2"
"1369118_a_at","gonadotropin releasing hormone receptor","Gnrhr"
"1369120_a_at","luteinizing hormone subunit beta","Lhb"
"1369121_at","growth differentiation factor 9","Gdf9"
"1369122_at","BCL2 associated X, apoptosis regulator","Bax"
"1369131_at","solute carrier family 18 member A2","Slc18a2"
"1369132_at","solute carrier family 18 member A2","Slc18a2"
"1369136_at","cytochrome P450, family 2, subfamily a, polypeptide 3","Cyp2a3"
"1369136_at","cytochrome P450, family 2, subfamily a, polypeptide 1","Cyp2a1"
"1369146_a_at","aryl hydrocarbon receptor","Ahr"
"1369147_at","aryl hydrocarbon receptor","Ahr"
"1369148_at","HNF1 homeobox A","Hnf1a"
"1369158_at","calcium-sensing receptor","Casr"
"1369159_at","androgen receptor","Ar"
"1369161_at","ATP-binding cassette, sub-family B member 1B","Abcb1b"
"1369161_at","ATP binding cassette subfamily B member 1A","Abcb1a"
"1369163_at","glutamate ionotropic receptor kainate type subunit 4","Grik4"
"1369165_at","transient receptor potential cation channel, subfamily C, member 3","Trpc3"
"1369166_at","matrix metallopeptidase 9","Mmp9"
"1369174_at","SMAD family member 1","Smad1"
"1369179_a_at","peroxisome proliferator-activated receptor gamma","Pparg"
"1369180_at","Bcl2-like 1","Bcl2l1"
"1369181_at","cytochrome b-245 beta chain","Cybb"
"1369182_at","coagulation factor III, tissue factor","F3"
"1369183_at","mitogen activated protein kinase 13","Mapk13"
"1369186_at","caspase 1","Casp1"
"1369191_at","interleukin 6","Il6"
"1369192_at","cyclin-dependent kinase inhibitor 1B","Cdkn1b"
"1369194_a_at","cyclin-dependent kinase inhibitor 2A","Cdkn2a"
"1369195_at","fatty acid binding protein 2","Fabp2"
"1369202_at","MX dynamin like GTPase 2","Mx2"
"1369204_at","HCK proto-oncogene, Src family tyrosine kinase","Hck"
"1369206_at","carboxypeptidase B2","Cpb2"
"1369213_at","L1 cell adhesion molecule","L1cam"
"1369217_at","nuclear receptor subfamily 4, group A, member 3","Nr4a3"
"1369218_at","MET proto-oncogene, receptor tyrosine kinase","Met"
"1369220_at","dynamin 1-like","Dnm1l"
"1369244_at","aryl hydrocarbon receptor nuclear translocator","Arnt"
"1369248_a_at","X-linked inhibitor of apoptosis","Xiap"
"1369252_a_at","cholinergic receptor nicotinic alpha 4 subunit","Chrna4"
"1369255_at","interleukin 1 receptor type 1","Il1r1"
"1369262_at","caspase 8","Casp8"
"1369268_at","activating transcription factor 3","Atf3"
"1369270_at","nuclear receptor subfamily 1, group I, member 2","Nr1i2"
"1369271_at","protein kinase AMP-activated non-catalytic subunit beta 2","Prkab2"
"1369275_s_at","cytochrome P450, family 2, subfamily a, polypeptide 1","Cyp2a1"
"1369275_s_at","cytochrome P450, family 2, subfamily a, polypeptide 3","Cyp2a3"
"1369276_at","SMAD family member 5","Smad5"
"1369286_at","protein C, inactivator of coagulation factors Va and VIIIa","Proc"
"1369289_at","hepatocyte nuclear factor 4, alpha","Hnf4a"
"1369291_at","angiotensin II receptor, type 1a","Agtr1a"
"1369294_at","bone marrow stromal cell antigen 1","Bst1"
"1369296_at","sulfotransferase family 1C member 3","Sult1c3"
"1369307_at","E1A binding protein p300","Ep300"
"1369312_a_at","casein kinase 1, alpha 1","Csnk1a1"
"1369313_at","four and a half LIM domains 2","Fhl2"
"1369339_at","DCC netrin 1 receptor","Dcc"
"1369344_at","WD repeat domain 7","Wdr7"
"1369345_at","inositol polyphosphate-4-phosphatase type II B","Inpp4b"
"1369350_at","potassium voltage-gated channel subfamily Q member 2","Kcnq2"
"1369357_at","phosphorylase kinase regulatory subunit alpha 1","Phka1"
"1369374_at","selectin P","Selp"
"1369379_at","Eph receptor A3","Epha3"
"1369386_at","solute carrier family 26 member 2","Slc26a2"
"1369387_at","vav guanine nucleotide exchange factor 1","Vav1"
"1369415_at","basic helix-loop-helix family, member e40","Bhlhe40"
"1369424_at","cytochrome P450, family 2, subfamily a, polypeptide 3","Cyp2a3"
"1369424_at","cytochrome P450, family 2, subfamily a, polypeptide 1","Cyp2a1"
"1369435_at","alpha tocopherol transfer protein","Ttpa"
"1369440_at","ATP binding cassette subfamily G member 8","Abcg8"
"1369444_at","cytochrome P450, family 19, subfamily a, polypeptide 1","Cyp19a1"
"1369450_at","integral membrane transport protein UST5r","Ust5r"
"1369455_at","ATP binding cassette subfamily G member 5","Abcg5"
"1369459_at","phosphatidylinositol-5-phosphate 4-kinase type 2 beta","Pip4k2b"
"1369463_at","5-hydroxytryptamine receptor 5A","Htr5a"
"1369465_at","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5","Hsd3b5"
"1369473_at","phosphoglucomutase 1","Pgm1"
"1369478_at","nuclear receptor subfamily 0, group B, member 1","Nr0b1"
"1369483_at","Cd4 molecule","Cd4"
"1369485_at","acyl-CoA thioesterase 12","Acot12"
"1369489_at","allograft inflammatory factor 1","Aif1"
"1369491_at","D-amino-acid oxidase","Dao"
"1369492_at","arylacetamide deacetylase","Aadac"
"1369493_at","prolactin receptor","Prlr"
"1369496_at","protein tyrosine phosphatase, non-receptor type 12","Ptpn12"
"1369499_at","thymidylate synthetase","Tyms"
"1369500_at","potassium two pore domain channel subfamily K member 1","Kcnk1"
"1369502_a_at","amylase 2a3","Amy2a3"
"1369503_at","amylase 2a3","Amy2a3"
"1369509_a_at","alpha-1-B glycoprotein","A1bg"
"1369517_at","cytohesin 1","Cyth1"
"1369518_at","phosphoinositide-3-kinase regulatory subunit 3","Pik3r3"
"1369519_at","endothelin 1","Edn1"
"1369525_at","GATA binding protein 3","Gata3"
"1369526_at","acyl-CoA dehydrogenase, short/branched chain","Acadsb"
"1369528_at","SMAD family member 3","Smad3"
"1369531_at","sulfotransferase family 1C member 2","Sult1c2"
"1369531_at","sulfotransferase family 1C member 2A","Sult1c2a"
"1369534_at","interleukin 11","Il11"
"1369538_at","cyclin-dependent kinase 5 regulatory subunit 1","Cdk5r1"
"1369546_at","gamma-butyrobetaine hydroxylase 1","Bbox1"
"1369557_at","caspase 7","Casp7"
"1369558_at","inhibin subunit beta C","Inhbc"
"1369560_at","glycerol-3-phosphate dehydrogenase 1","Gpd1"
"1369577_at","suppressor of cytokine signaling 2","Socs2"
"1369581_at","phosphatidylethanolamine N-methyltransferase","Pemt"
"1369584_at","suppressor of cytokine signaling 3","Socs3"
"1369590_a_at","DNA-damage inducible transcript 3","Ddit3"
"1369597_at","VAMP associated protein B and C","Vapb"
"1369598_at","glial cell derived neurotrophic factor","Gdnf"
"1369602_at","fibroblast growth factor 17","Fgf17"
"1369611_at","Bcl2-like 2","Bcl2l2"
"1369621_s_at","FKBP prolyl isomerase 1A","Fkbp1a"
"1369626_at","insulin degrading enzyme","Ide"
"1369629_at","adenosine kinase","Adk"
"1369630_at","adenosine kinase","Adk"
"1369633_at","C-X-C motif chemokine ligand 12","Cxcl12"
"1369639_at","gap junction protein, alpha 1","Gja1"
"1369640_at","gap junction protein, alpha 1","Gja1"
"1369651_at","Thy-1 cell surface antigen","Thy1"
"1369652_at","Thy-1 cell surface antigen","Thy1"
"1369653_at","transforming growth factor, beta receptor 2","Tgfbr2"
"1369654_at","protein kinase AMP-activated catalytic subunit alpha 2","Prkaa2"
"1369655_at","phosphatidylinositol 3-kinase, catalytic subunit type 3","Pik3c3"
"1369658_at","CCAAT/enhancer binding protein alpha","Cebpa"
"1369659_at","glycoprotein hormones, alpha polypeptide","Cga"
"1369663_at","epoxide hydrolase 2","Ephx2"
"1369665_a_at","interleukin 18","Il18"
"1369671_at","ornithine transcarbamylase","Otc"
"1369675_at","inositol 1,4,5-trisphosphate receptor, type 2","Itpr2"
"1369676_at","inositol 1,4,5-trisphosphate receptor, type 2","Itpr2"
"1369678_a_at","nuclear factor I/A","Nfia"
"1369679_a_at","nuclear factor I/A","Nfia"
"1369683_at","BH3 interacting domain death agonist","Bid"
"1369688_s_at","protein tyrosine kinase 2 beta","Ptk2b"
"1369693_a_at","solute carrier family 1 member 2","Slc1a2"
"1369694_at","solute carrier family 1 member 2","Slc1a2"
"1369698_at","ATP binding cassette subfamily C member 3","Abcc3"
"1369701_at","lipase C, hepatic type","Lipc"
"1369706_at","calcium voltage-gated channel auxiliary subunit gamma 1","Cacng1"
"1369708_a_at","cAMP responsive element binding protein 1","Creb1"
"1369712_at","serine/threonine kinase 3","Stk3"
"1369727_at","apolipoprotein A2","Apoa2"
"1369732_a_at","ST3 beta-galactoside alpha-2,3-sialyltransferase 2","St3gal2"
"1369733_at","catenin beta 1","Ctnnb1"
"1369736_at","epithelial membrane protein 1","Emp1"
"1369744_at","thyroglobulin","Tg"
"1369745_at","glutamate ionotropic receptor NMDA type subunit 2B","Grin2b"
"1369746_a_at","solute carrier organic anion transporter family member 1B2","Slco1b2"
"1369747_at","N-acetyltransferase 2","Nat2"
"1369754_a_at","calpastatin","Cast"
"1369755_at","beta-1,3-glucuronyltransferase 2","B3gat2"
"1369760_a_at","estrogen receptor 2","Esr2"
"1369764_at","complement component 4 binding protein, alpha","C4bpa"
"1369766_at","prostaglandin E receptor 2","Ptger2"
"1369771_at","insulin receptor substrate 1","Irs1"
"1369788_s_at","Jun proto-oncogene, AP-1 transcription factor subunit","Jun"
"1369799_at","4-aminobutyrate aminotransferase","Abat"
"1369801_at","selectin L","Sell"
"1369804_a_at","casein kinase 1, epsilon","Csnk1e"
"1369815_at","C-C motif chemokine ligand 3","Ccl3"
"1369822_at","KIT proto-oncogene receptor tyrosine kinase","Kit"
"1369825_at","matrix metallopeptidase 2","Mmp2"
"1369830_at","protein kinase C, eta","Prkch"
"1369831_at","brevican","Bcan"
"1369837_at","gulonolactone (L-) oxidase","Gulo"
"1369841_at","heat shock protein family A (Hsp70) member 2","Hspa2"
"1369845_at","cholinergic receptor nicotinic alpha 6 subunit","Chrna6"
"1369852_at","coagulation factor X","F10"
"1369854_a_at","CEA cell adhesion molecule 1","Ceacam1"
"1369859_at","nuclear receptor subfamily 5, group A, member 1","Nr5a1"
"1369860_a_at","5-hydroxytryptamine receptor 2C","Htr2c"
"1369863_at","alcohol dehydrogenase 5 (class III), chi polypeptide","Adh5"
"1369864_a_at","serine dehydratase","Sds"
"1369876_at","G protein subunit beta 3","Gnb3"
"1369877_at","CD8 subunit alpha","Cd8a"
"1369889_at","interferon beta 1","Ifnb1"
"1369897_s_at","GNAS complex locus","Gnas"
"1369900_at","Fas cell surface death receptor","Fas"
"1369901_at","tubulin, beta 3 class III","Tubb3"
"1369902_at","Bcl2 modifying factor","Bmf"
"1369904_at","gamma-aminobutyric acid type A receptor subunit beta1","Gabrb1"
"1369912_at","CRK proto-oncogene, adaptor protein","Crk"
"1369921_at","glutathione S-transferase mu 3","Gstm3"
"1369926_at","glutathione peroxidase 3","Gpx3"
"1369928_at","actin, alpha 1, skeletal muscle","Acta1"
"1369931_at","pyruvate kinase M1/2","Pkm"
"1369933_at","voltage-dependent anion channel 2","Vdac2"
"1369935_at","cyclin D3","Ccnd3"
"1369939_at","cytochrome c, somatic","Cycs"
"1369940_at","transaldolase 1","Taldo1"
"1369944_at","MARCKS-like 1","Marcksl1"
"1369947_at","cathepsin K","Ctsk"
"1369950_at","cyclin-dependent kinase 4","Cdk4"
"1369955_at","collagen type V alpha 1 chain","Col5a1"
"1369956_at","interferon gamma receptor 1","Ifngr1"
"1369960_at","FXYD domain-containing ion transport regulator 1","Fxyd1"
"1369962_at","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","Atic"
"1369963_at","platelet-activating factor acetylhydrolase 1b, catalytic subunit 3","Pafah1b3"
"1369964_at","coronin 1A","Coro1a"
"1369969_at","poly (ADP-ribose) polymerase 1","Parp1"
"1369972_at","F-box protein 21","Fbxo21"
"1369973_at","xanthine dehydrogenase","Xdh"
"1369974_at","vesicle-associated membrane protein 2","Vamp2"
"1369976_at","dynein light chain LC8-type 1","Dynll1"
"1369983_at","C-C motif chemokine ligand 5","Ccl5"
"1369990_at","DNA topoisomerase II alpha","Top2a"
"1369991_at","SEC11 homolog A, signal peptidase complex subunit","Sec11a"
"1370000_at","nucleobindin 2","Nucb2"
"1370009_at","apolipoprotein C3","Apoc3"
"1370014_at","syntaxin 4","Stx4"
"1370024_at","fatty acid binding protein 7","Fabp7"
"1370026_at","crystallin, alpha B","Cryab"
"1370027_a_at","murinoglobulin 1","Mug1"
"1370027_a_at","C3 and PZP-like, alpha-2-macroglobulin domain containing 8","Cpamd8"
"1370028_at","angiotensin I converting enzyme","Ace"
"1370030_at","glutamate cysteine ligase, modifier subunit","Gclm"
"1370033_at","myosin, light chain 1","Myl1"
"1370034_at","cell division cycle 25B","Cdc25b"
"1370036_at","sulfite oxidase","Suox"
"1370041_at","stathmin 2","Stmn2"
"1370042_at","stathmin 2","Stmn2"
"1370044_at","Fas apoptotic inhibitory molecule","Faim"
"1370056_at","Ly6-C antigen","Ly6c"
"1370057_at","cysteine and glycine-rich protein 1","Csrp1"
"1370058_at","neurofilament light chain","Nefl"
"1370059_at","neurofilament light chain","Nefl"
"1370063_at","nuclear receptor subfamily 2, group F, member 2","Nr2f2"
"1370064_at","presenilin 2","Psen2"
"1370065_at","hemopexin","Hpx"
"1370066_at","Kelch-like ECH-associated protein 1","Keap1"
"1370067_at","malic enzyme 1","Me1"
"1370075_at","dihydrofolate reductase","Dhfr"
"1370077_at","insulin 2","Ins2"
"1370080_at","heme oxygenase 1","Hmox1"
"1370081_a_at","vascular endothelial growth factor A","Vegfa"
"1370082_at","transforming growth factor, beta 1","Tgfb1"
"1370083_at","C-C motif chemokine receptor 1","Ccr1"
"1370085_at","RAS p21 protein activator 1","Rasa1"
"1370086_at","fibrinogen gamma chain","Fgg"
"1370089_at","PPARG coactivator 1 alpha","Ppargc1a"
"1370090_at","lymphocyte cytosolic protein 2","Lcp2"
"1370091_at","G protein subunit alpha q","Gnaq"
"1370097_a_at","C-X-C motif chemokine receptor 4","Cxcr4"
"1370113_at","baculoviral IAP repeat-containing 3","Birc3"
"1370114_a_at","phosphoinositide-3-kinase regulatory subunit 1","Pik3r1"
"1370118_at","C-C motif chemokine ligand 17","Ccl17"
"1370123_a_at","cortactin","Cttn"
"1370130_at","ras homolog family member A","Rhoa"
"1370131_at","caveolin 1","Cav1"
"1370136_at","lamin B receptor","Lbr"
"1370138_at","lymphoid enhancer binding factor 1","Lef1"
"1370139_a_at","transient receptor potential cation channel, subfamily C, member 6","Trpc6"
"1370141_at","MCL1 apoptosis regulator, BCL2 family member","Mcl1"
"1370147_at","aminocarboxymuconate semialdehyde decarboxylase","Acmsd"
"1370148_at","haptoglobin","Hp"
"1370150_a_at","thyroid hormone responsive","Thrsp"
"1370151_at","carbamoyl-phosphate synthase 1","Cps1"
"1370153_at","growth differentiation factor 15","Gdf15"
"1370154_at","lysozyme 2","Lyz2"
"1370155_at","collagen type I alpha 2 chain","Col1a2"
"1370159_at","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2","Smarcd2"
"1370160_at","X-prolyl aminopeptidase 1","Xpnpep1"
"1370161_at","coiled-coil domain containing 80","Ccdc80"
"1370166_at","syndecan 2","Sdc2"
"1370167_at","syndecan 2","Sdc2"
"1370172_at","superoxide dismutase 2","Sod2"
"1370174_at","protein phosphatase 1, regulatory subunit 15A","Ppp1r15a"
"1370176_at","trafficking kinesin protein 2","Trak2"
"1370177_at","PVR cell adhesion molecule","Pvr"
"1370181_at","RAB4A, member RAS oncogene family","Rab4a"
"1370186_at","proteasome 20S subunit beta 9","Psmb9"
"1370187_at","propionyl-CoA carboxylase subunit beta","Pccb"
"1370198_at","triadin","Trdn"
"1370205_at","solute carrier organic anion transporter family, member 1c1","Slco1c1"
"1370208_at","nuclear receptor subfamily 1, group H, member 2","Nr1h2"
"1370214_at","parvalbumin","Pvalb"
"1370215_at","complement C1q B chain","C1qb"
"1370216_at","discoidin domain receptor tyrosine kinase 1","Ddr1"
"1370217_at","discoidin domain receptor tyrosine kinase 1","Ddr1"
"1370219_at","cytochrome b-245 alpha chain","Cyba"
"1370224_at","signal transducer and activator of transcription 3","Stat3"
"1370228_at","transferrin","Tf"
"1370232_at","isovaleryl-CoA dehydrogenase","Ivd"
"1370234_at","fibronectin 1","Fn1"
"1370237_at","hydroxyacyl-CoA dehydrogenase","Hadh"
"1370247_a_at","peripheral myelin protein 22","Pmp22"
"1370256_at","frizzled class receptor 1","Fzd1"
"1370258_at","basic leucine zipper and W2 domains 2","Bzw2"
"1370261_at","ribosomal protein S6 kinase A1","Rps6ka1"
"1370267_at","glycogen synthase kinase 3 beta","Gsk3b"
"1370269_at","cytochrome P450, family 1, subfamily a, polypeptide 1","Cyp1a1"
"1370280_at","hypoxanthine phosphoribosyltransferase 1","Hprt1"
"1370283_at","heat shock protein family A (Hsp70) member 5","Hspa5"
"1370285_at","calcium binding and coiled coil domain 1","Calcoco1"
"1370290_at","tubulin, beta 5 class I","Tubb5"
"1370294_a_at","cell division cycle 20","Cdc20"
"1370296_at","sterol carrier protein 2","Scp2"
"1370297_at","polo-like kinase 1","Plk1"
"1370299_at","aldolase, fructose-bisphosphate B","Aldob"
"1370301_at","matrix metallopeptidase 2","Mmp2"
"1370307_at","agrin","Agrn"
"1370310_at","3-hydroxy-3-methylglutaryl-CoA synthase 2","Hmgcs2"
"1370314_at","solute carrier family 20 member 1","Slc20a1"
"1370318_at","phosphatidylinositol 4-kinase alpha","Pi4ka"
"1370333_a_at","insulin-like growth factor 1","Igf1"
"1370336_at","oxidative stress induced growth inhibitor 1","Osgin1"
"1370337_at","CCCTC-binding factor","Ctcf"
"1370341_at","enolase 2","Eno2"
"1370342_at","potassium two pore domain channel subfamily K member 2","Kcnk2"
"1370344_at","heat shock protein family A (Hsp70) member 4","Hspa4"
"1370345_at","cyclin B1","Ccnb1"
"1370346_at","cyclin B1","Ccnb1"
"1370349_a_at","urinary protein 2","Rup2"
"1370350_x_at","urinary protein 2","Rup2"
"1370352_at","carboxylesterase-like 1","Cesl1"
"1370353_at","translocase of inner mitochondrial membrane 22","Timm22"
"1370355_at","stearoyl-CoA desaturase","Scd"
"1370363_at","carboxylesterase 1D","Ces1d"
"1370371_a_at","CEA cell adhesion molecule 1","Ceacam1"
"1370377_at","cytochrome P450, family 2, subfamily d, polypeptide 3","Cyp2d3"
"1370377_at","cytochrome P450, family 2, subfamily d, polypeptide 1","Cyp2d1"
"1370377_at","cytochrome P450, family 2, subfamily d, polypeptide 5","Cyp2d5"
"1370380_s_at","nuclear receptor subfamily 2, group F, member 6","Nr2f6"
"1370384_a_at","prolactin receptor","Prlr"
"1370386_at","RuvB-like AAA ATPase 1","Ruvbl1"
"1370396_x_at","urinary protein 2","Rup2"
"1370405_at","mast cell protease 1-like 1","Mcpt1l1"
"1370406_a_at","CD55 molecule (Cromer blood group)","Cd55"
"1370412_at","troponin T1, slow skeletal type","Tnnt1"
"1370420_at","steroid 5 alpha-reductase 1","Srd5a1"
"1370422_at","receptor-interacting serine-threonine kinase 3","Ripk3"
